uid	new_split	dataset	original_split	doc_id	sent_id	sentence	marked_sentence	source	target	trigger	arguments	event_type	gold_binary
138	train	ace	dev	3306	115	Eight-forty-three a.m. CNN Pentagon correspondent Barbara Starr reports coalition troops entering Baghdad were met with fierce fighting, and there were casualties on both sides.	Eight-forty-three a.m. CNN Pentagon correspondent Barbara Starr reports <s>coalition troops</s> entering Baghdad were met with fierce fighting, and there were <t>casualties</t> on both sides.	Attacker:coalition troops	Target:casualties	fighting	{'Attacker': ['coalition troops entering Baghdad'], 'Place': ['Baghdad'], 'Target': ['casualties']}	Conflict:Attack	1
139	train	ace	dev	3306	115	Eight-forty-three a.m. CNN Pentagon correspondent Barbara Starr reports coalition troops entering Baghdad were met with fierce fighting, and there were casualties on both sides.	Eight-forty-three a.m. CNN Pentagon correspondent Barbara Starr reports <s>coalition troops</s> entering <t>Baghdad</t> were met with fierce fighting, and there were casualties on both sides.	Attacker:coalition troops entering Baghdad	Place:Baghdad	fighting	{'Attacker': ['coalition troops entering Baghdad'], 'Place': ['Baghdad'], 'Target': ['casualties']}	Conflict:Attack	1
140	train	ace	test	3808	172	Secession by Iraqi Kurds could inspire Turkey's rebel Kurds, who for 15 years have been fighting for autonomy.	Secession by Iraqi Kurds could inspire <s><t>Turkey</t>'s rebel Kurds, who for 15 years have been fighting for autonomy</s>.	Entity:Turkey's rebel Kurds, who for 15 years have been fighting for autonomy	Place:Turkey	fighting	{'Place': ['Turkey'], 'Entity': ["Turkey's rebel Kurds, who for 15 years have been fighting for autonomy"]}	Conflict:Attack	1
141	train	ace	train	517	78	And an American writer/editor, "Washington Post" editorial columnist Michael Kelly, was killed when his Humvee plunged into a canal while evading Iraqi fire.	And an American writer/editor, "<t>Washington Post" editorial columnist Michael Kelly</t>, was killed when his Humvee plunged into a canal while evading <s>Iraqi</s> fire.	Attacker:Iraqi	Target:Washington Post" editorial columnist Michael Kelly	fire	{'Attacker': ['Iraqi'], 'Target': ['Washington Post" editorial columnist Michael Kelly']}	Conflict:Attack	1
142	train	ace	train	638	173	seven iraqis were killed by u.s. marines, who say they were responding to sniper fire.	seven iraqis were killed by <t>u.s. marines</t>, who say they were responding to <s>sniper</s> fire.	Attacker:sniper	Target:u.s. marines	fire	{'Attacker': ['sniper'], 'Target': ['u.s. marines']}	Conflict:Attack	1
147	train	ace	train	2935	60	164 days after the expiration of the federal "assault weapons" ban some lunatic opened fire with an AK-47 outside a Texas courthouse.	164 days after the expiration of the federal "assault weapons" ban <s>some lunatic</s> opened fire with an AK-47 outside <t>a Texas courthouse</t>.	Attacker:some lunatic	Place:a Texas courthouse	fire	{'Attacker': ['some lunatic'], 'Place': ['a Texas courthouse'], 'Instrument': ['an AK-47']}	Conflict:Attack	1
148	train	ace	train	1287	143	israeli hospital gun ships fired on a jeep in gaza.	<s>israeli</s> hospital gun ships fired on <t>a jeep in gaza</t>.	Attacker:israeli	Target:a jeep in gaza	fired	{'Attacker': ['israeli'], 'Place': ['gaza'], 'Target': ['a jeep in gaza'], 'Instrument': ['israeli hospital gun ships']}	Conflict:Attack	1
149	train	ace	train	1287	143	israeli hospital gun ships fired on a jeep in gaza.	<s>israeli</s> hospital gun ships fired on a jeep in <t>gaza</t>.	Attacker:israeli	Place:gaza	fired	{'Attacker': ['israeli'], 'Place': ['gaza'], 'Target': ['a jeep in gaza'], 'Instrument': ['israeli hospital gun ships']}	Conflict:Attack	1
151	train	ace	train	2291	73	Also Monday, Israeli soldiers fired on four diplomatic vehicles in the northern Gaza town of Beit Hanoun, diplomats said.	Also Monday, <s>Israeli soldiers</s> fired on <t>four diplomatic vehicles in the northern Gaza town of Beit Hanoun</t>, diplomats said.	Attacker:Israeli soldiers	Target:four diplomatic vehicles in the northern Gaza town of Beit Hanoun	fired	{'Attacker': ['Israeli soldiers'], 'Place': ['the northern Gaza town of Beit Hanoun'], 'Target': ['four diplomatic vehicles in the northern Gaza town of Beit Hanoun']}	Conflict:Attack	1
152	train	ace	train	2291	73	Also Monday, Israeli soldiers fired on four diplomatic vehicles in the northern Gaza town of Beit Hanoun, diplomats said.	Also Monday, <s>Israeli soldiers</s> fired on four diplomatic vehicles in <t>the northern Gaza town of Beit Hanoun</t>, diplomats said.	Attacker:Israeli soldiers	Place:the northern Gaza town of Beit Hanoun	fired	{'Attacker': ['Israeli soldiers'], 'Place': ['the northern Gaza town of Beit Hanoun'], 'Target': ['four diplomatic vehicles in the northern Gaza town of Beit Hanoun']}	Conflict:Attack	1
153	train	ace	dev	3275	56	(on camera): What stops though - we know the Iraqis have fired sand missiles and fired AAA at aircraft all throughout this war.	(on camera): What stops though - we know <s>the Iraqis</s> have fired sand missiles and fired AAA at <t>aircraft</t> all throughout this war.	Attacker:the Iraqis	Target:aircraft	fired	{'Attacker': ['the Iraqis'], 'Target': ['aircraft'], 'Instrument': ['sand missiles', 'AAA']}	Conflict:Attack	1
158	train	ace	train	2923	182	The 24-year-old gunman went into a Best Buy store and started firing.	<s>The 24-year-old gunman</s> went into <t>a Best Buy store</t> and started firing.	Attacker:The 24-year-old gunman	Place:a Best Buy store	firing	{'Attacker': ['The 24-year-old gunman'], 'Place': ['a Best Buy store']}	Conflict:Attack	1
159	train	ace	dev	3534	205	The United States meanwhile deployed its B-2 stealth bombers to positions closer to Iraq and ordered as many as 15 warships capable of firing Tomahawk cruise missiles to the Red Sea from the Mediterranean, US officials said.	<s>The United States</s> meanwhile deployed its B-2 stealth bombers to positions closer to Iraq and ordered as many as 15 warships capable of firing Tomahawk cruise missiles to <t>the Red Sea</t> from the Mediterranean, US officials said.	Attacker:The United States	Target:the Red Sea	firing	{'Attacker': ['The United States'], 'Target': ['the Red Sea', 'the Mediterranean'], 'Instrument': ['its B-2 stealth bombers', 'as many as 15 warships capable of firing Tomahawk cruise missiles']}	Conflict:Attack	1
160	train	ace	dev	3534	205	The United States meanwhile deployed its B-2 stealth bombers to positions closer to Iraq and ordered as many as 15 warships capable of firing Tomahawk cruise missiles to the Red Sea from the Mediterranean, US officials said.	<s>The United States</s> meanwhile deployed its B-2 stealth bombers to positions closer to Iraq and ordered as many as 15 warships capable of firing Tomahawk cruise missiles to the Red Sea from <t>the Mediterranean</t>, US officials said.	Attacker:The United States	Target:the Mediterranean	firing	{'Attacker': ['The United States'], 'Target': ['the Red Sea', 'the Mediterranean'], 'Instrument': ['its B-2 stealth bombers', 'as many as 15 warships capable of firing Tomahawk cruise missiles']}	Conflict:Attack	0
163	train	ace	train	1899	236	U.S. soldiers moved to capture Baghdad's Saddam International Airport early Friday and fought running battles with Iraqi defenders along the city's southern fringes.	U.S. soldiers moved to capture Baghdad's Saddam International Airport early Friday and fought running battles with <s>Iraqi defenders along <t>the city's southern fringes</t></s>.	Attacker:Iraqi defenders along the city's southern fringes	Place:the city's southern fringes	fought	{'Attacker': ['U.S. soldiers', "Iraqi defenders along the city's southern fringes"], 'Place': ["the city's southern fringes"]}	Conflict:Attack	1
168	train	ace	train	1989	155	Members of the U.S. Army's V Corps opened up a new front by entering Baghdad from the north.	<s>Members of the U.S. Army's V Corps</s> opened up a new front by entering <t>Baghdad</t> from the north.	Attacker:Members of the U.S. Army's V Corps	Place:Baghdad	front	{'Attacker': ["Members of the U.S. Army's V Corps"], 'Place': ['Baghdad']}	Conflict:Attack	1
173	train	ace	dev	3513	138	In the West Bank, an eight-year-old Palestinian boy as well as his brother and a sister were wounded late Wednesday by Israeli gunfire in a village north of the town of Ramallah, their elder sister said.	In the West Bank, <t>an eight-year-old Palestinian boy as well as his brother and a sister</t> were wounded late Wednesday by <s>Israeli</s> gunfire in a village north of the town of Ramallah, their elder sister said.	Attacker:Israeli	Target:an eight-year-old Palestinian boy as well as his brother and a sister	gunfire	{'Attacker': ['Israeli'], 'Place': ['a village north of the town of Ramallah'], 'Target': ['an eight-year-old Palestinian boy', 'his brother', 'a sister']}	Conflict:Attack	1
174	train	ace	dev	3513	138	In the West Bank, an eight-year-old Palestinian boy as well as his brother and a sister were wounded late Wednesday by Israeli gunfire in a village north of the town of Ramallah, their elder sister said.	In the West Bank, an eight-year-old Palestinian boy as well as his brother and a sister were wounded late Wednesday by <s>Israeli</s> gunfire in <t>a village north of the town of Ramallah</t>, their elder sister said.	Attacker:Israeli	Place:a village north of the town of Ramallah	gunfire	{'Attacker': ['Israeli'], 'Place': ['a village north of the town of Ramallah'], 'Target': ['an eight-year-old Palestinian boy', 'his brother', 'a sister']}	Conflict:Attack	1
175	train	ace	train	1223	152	malvo on trial here in fairfax county for the murder of linda franklin, the fbi analyst who was gunned down in a home depot parking lot.	<s>malvo</s> on trial here in fairfax county for the murder of linda franklin, the fbi analyst who was gunned down in <t>a home depot parking lot</t>.	Attacker:malvo	Place:a home depot parking lot	gunned down	{'Attacker': ['malvo'], 'Place': ['a home depot parking lot'], 'Target': ['linda franklin']}	Conflict:Attack	1
176	train	ace	train	1223	152	malvo on trial here in fairfax county for the murder of linda franklin, the fbi analyst who was gunned down in a home depot parking lot.	<s>malvo</s> on trial here in fairfax county for the murder of <t>linda franklin</t>, the fbi analyst who was gunned down in a home depot parking lot.	Attacker:malvo	Target:linda franklin	gunned down	{'Attacker': ['malvo'], 'Place': ['a home depot parking lot'], 'Target': ['linda franklin']}	Conflict:Attack	1
177	train	ace	train	174	246	We sent in one of our companies of about 100 men in here this morning and we took about 12 or 13 prisoners, three or four enemy were injured and they've now been flown out and we're treating them including a man who is almost dead with a gunshot wound to the chest.	We sent in <s>one of our companies of about 100 men</s> in here this morning and we took about 12 or 13 prisoners, three or four enemy were injured and they've now been flown out and we're treating them including <t>a man who is almost dead with a gunshot wound to the chest</t>.	Attacker:one of our companies of about 100 men	Target:a man who is almost dead with a gunshot wound to the chest	gunshot	{'Attacker': ['one of our companies of about 100 men'], 'Target': ['a man who is almost dead with a gunshot wound to the chest']}	Conflict:Attack	1
