	sentence_id	sentence	marked_sentence	source	target	gold_penta	silver_penta	silver_root	gold_root	penta_L1	root_L1	penta_L2	root_L2	prompt_L2	prompt_L1	modality_L2
	463	These comments also came days after the U.S. and the European Union had released a joint statement criticising a spate of human rights violations in Zimbabwe where members of the police and the military were accused of assaulting and kidnapping citizens.	These comments also came days after <s>the U.S. and the European Union</s> had released a joint statement criticising <t>a spate of human rights violations in Zimbabwe</t> where members of the police and the military were accused of assaulting and kidnapping citizens.	the U.S. and the European Union	a spate of human rights violations in Zimbabwe	3	3	ACCUSE	ACCUSE	3	ACCUSE	3	ACCUSE	['<S> expressed complaints of <T>', '<S> accused <T> of something', '<S> reduced protest against <T>', '<S> released person of <T>', '<S> met with <T>']	['<S> expressed complaints of <T>', '<S> accused <T> of something', '<S> reduced protest against <T>', '<S> released person of <T>', '<S> met with <T>']	past
	466	The European Commission accused the legislation of attacking civil society in Hungary.	<s>The European Commission</s> accused <t>the legislation</t> of attacking civil society in Hungary.	The European Commission	the legislation	3	3	ACCUSE	ACCUSE	3	ACCUSE	3	ACCUSE	['<S> accused <T> of something', '<S> expressed complaints of <T>', '<S> investigated something of <T>']	['<S> accused <T> of something', '<S> expressed complaints of <T>', '<S> investigated something of <T>']	past
	488	In 2004, a Belgian court convicted the party of having repeatedly incited hatred toward immigrants and of having a discriminatory programme.	In 2004, <s>a Belgian court</s> convicted <t>the party</t> of having repeatedly incited hatred toward immigrants and of having a discriminatory programme.	a Belgian court	the party	3	3	ACCUSE	ACCUSE	3	ACCUSE	3	ACCUSE	['<S> accused <T> of something', '<S> investigated something of <T>', '<S> expressed complaints of <T>', '<S> rejected proposals of <T>']	['<S> accused <T> of something', '<S> investigated something of <T>', '<S> expressed complaints of <T>', '<S> rejected proposals of <T>']	past
	498	UN Secretary General Antonio Guterres has strongly condemned the terrorist attack on a church during a mass in Pakistan's restive southwestern city of Quetta which killed nine people and injured 44 others.	<s>UN Secretary General Antonio Guterres</s> has strongly condemned <t>the terrorist attack</t> on a church during a mass in Pakistan's restive southwestern city of Quetta which killed nine people and injured 44 others.	UN Secretary General Antonio Guterres	the terrorist attack	3	3	ACCUSE	ACCUSE	3	ACCUSE	3	ACCUSE	['<S> expressed complaints of <T>']	['<S> expressed complaints of <T>']	past
	512	The United Nations General Assembly condemned the North Korea's gross violations of human rights.	<s>The United Nations General Assembly</s> condemned <t>the North Korea's gross violations of human rights</t>.	The United Nations General Assembly	the North Korea's gross violations of human rights	3	3	ACCUSE	ACCUSE	3	ACCUSE	3	ACCUSE	['<S> expressed complaints of <T>', '<S> met with <T>']	['<S> expressed complaints of <T>', '<S> met with <T>']	past
	548	The premier of Canada's Alberta province called for sanctions against the US after newly elected President Joe Biden cancelled the CAN$8 billion Keystone XL Pipeline on Wednesday.	<s>The premier of Canada's Alberta province</s> called for sanctions against <t>the US</t> after newly elected President Joe Biden cancelled the CAN$8 billion Keystone XL Pipeline on Wednesday.	The premier of Canada's Alberta province	the US	3	3	ACCUSE	ACCUSE	3	THREATEN	3	THREATEN	['<S> threatened something against <T>', '<S> expressed complaints of <T>', '<S> accused <T> of something', '<S> demanded something from <T>']	['<S> threatened something against <T>', '<S> expressed complaints of <T>', '<S> accused <T> of something', '<S> demanded something from <T>']	past
	549	The German authorities opened fraud investigations against hundreds of banks over involvement in so-called cum-ex trading fraud between 2001 and 2011.	<s>The German authorities</s> opened fraud investigations against <t>hundreds of banks</t> over involvement in so-called cum-ex trading fraud between 2001 and 2011.	The German authorities	hundreds of banks	3	3	ACCUSE	ACCUSE	3	ACCUSE	3	ACCUSE	['<S> accused <T> of something', '<S> investigated something of <T>', '<S> kept alert in <T>', '<S> prepared forces against <T>']	['<S> accused <T> of something', '<S> investigated something of <T>', '<S> kept alert in <T>', '<S> prepared forces against <T>']	past
	572	Tehran, March 15, IRNA - Secretary-General of the Permanent Secretariat of the International Conference of Support for Palestinian People in the Iranian Parliament condemned the Zionist regime's brutal attacks on the Palestinian people in Gaza.	Tehran, March 15, IRNA - <s>Secretary-General of the Permanent Secretariat of the International Conference of Support for Palestinian People in the Iranian Parliament</s> condemned <t>the Zionist regime's brutal attacks</t> on the Palestinian people in Gaza.	Secretary-General of the Permanent Secretariat of the International Conference of Support for Palestinian People in the Iranian Parliament	the Zionist regime's brutal attacks	3	3	ACCUSE	ACCUSE	3	ACCUSE	3	ACCUSE	['<S> expressed complaints of <T>']	['<S> expressed complaints of <T>']	past
	578	Brisbane barrister James Bell, QC, is heading an inquiry into the Queensland GPS school injuries and is trying to fashion a picture of best practice in injury prevention on which schools can model their programs.	<s>Brisbane barrister James Bell, QC</s>, is heading an inquiry into <t>the Queensland GPS school injuries</t> and is trying to fashion a picture of best practice in injury prevention on which schools can model their programs.	Brisbane barrister James Bell, QC	the Queensland GPS school injuries	3	3	ACCUSE	ACCUSE	3	ACCUSE	3	ACCUSE	['<S> investigated something of <T>']	['<S> investigated something of <T>']	todo
	587	German officials summoned the Egyptian ambassador in Berlin to complain about a raid on a German organization in Cairo.	<s>German officials</s> summoned <t>the Egyptian ambassador</t> in Berlin to complain about a raid on a German organization in Cairo.	German officials	the Egyptian ambassador	3	3	ACCUSE	ACCUSE	3	ACCUSE	3	ACCUSE	['<S> expressed complaints of <T>', '<S> met with <T>', '<S> demanded something from <T>']	['<S> expressed complaints of <T>', '<S> met with <T>', '<S> demanded something from <T>']	past
	591	The European Commission has launched legal action against the Polish government over changes to the way judges are appointed in the country that observers say undermine the independence of its courts.	<s>The European Commission</s> has launched legal action against <t>the Polish government</t> over changes to the way judges are appointed in the country that observers say undermine the independence of its courts.	The European Commission	the Polish government	3	3	ACCUSE	ACCUSE	3	ACCUSE	3	ACCUSE	['<S> brought lawsuit against <T>', '<S> accused <T> of something', '<S> investigated something of <T>', '<S> expressed complaints of <T>', '<S> threatened something against <T>']	['<S> brought lawsuit against <T>', '<S> accused <T> of something', '<S> investigated something of <T>', '<S> expressed complaints of <T>', '<S> threatened something against <T>']	past
	602	Ukrainian authorities say they have opened an investigation into whether Marie Yovanovitch, the former U.S. ambassador to Kyiv, was illegally spied on before U.S. President Donald Trump abruptly recalled her from her post last year.	<s>Ukrainian authorities</s> say they have opened an investigation into whether <t>Marie Yovanovitch, the former U.S. ambassador to Kyiv</t>, was illegally spied on before U.S. President Donald Trump abruptly recalled her from her post last year.	Ukrainian authorities	Marie Yovanovitch, the former U.S. ambassador to Kyiv	3	3	ACCUSE	ACCUSE	3	ACCUSE	3	ACCUSE	['<S> investigated something of <T>', '<S> accused <T> of something', '<S> expressed complaints of <T>']	['<S> investigated something of <T>', '<S> accused <T> of something', '<S> expressed complaints of <T>']	past
	606	A United Nations expert on the human rights of migrants is calling for a full investigation into the death of 7-year-old Jakelin Caal Maquin, a Guatemalan migrant who survived a 2,000-mile journey to the states but died in the custody of U.S. Customs and Border Protection in less than 48 hours.	<s>A United Nations expert on the human rights of migrants</s> is calling for a full investigation into the death of <t>7-year-old Jakelin Caal Maquin, a Guatemalan migrant</t> who survived a 2,000-mile journey to the states but died in the custody of U.S. Customs and Border Protection in less than 48 hours.	A United Nations expert on the human rights of migrants	7-year-old Jakelin Caal Maquin, a Guatemalan migrant	3	3	ACCUSE	ACCUSE	3	ACCUSE	3	ACCUSE	['<S> expressed complaints of <T>', '<S> agreed to do something for <T>']	['<S> expressed complaints of <T>', '<S> agreed to do something for <T>']	past
	607	Family members of nine women and children from an offshoot Mormon community who were killed in Mexico have filed a federal lawsuit accusing the Juarez drug cartel of carrying out the attack in retribution for their public criticism and protests against the cartel.	<s>Family members of nine women and children from an offshoot Mormon community who were killed in Mexico</s> have filed a federal lawsuit accusing <t>the Juarez drug cartel</t> of carrying out the attack in retribution for their public criticism and protests against the cartel.	Family members of nine women and children from an offshoot Mormon community who were killed in Mexico	the Juarez drug cartel	3	3	ACCUSE	ACCUSE	3	ACCUSE	4	PROTEST	['<S> launched protests against <T>']	['<S> accused <T> of something', '<S> brought lawsuit against <T>', '<S> expressed complaints of <T>', '<S> launched protests against <T>', '<S> investigated something of <T>']	past
	608	The chairman of the African Union Commission Moussa Faki Mahamat has condemned the attacks, which have seen scores of people arrested in Johannesburg and the capital Pretoria.	<s>The chairman of the African Union Commission Moussa Faki Mahamat</s> has condemned <t>the attacks</t>, which have seen scores of people arrested in Johannesburg and the capital Pretoria.	The chairman of the African Union Commission Moussa Faki Mahamat	the attacks	3	3	ACCUSE	ACCUSE	3	ACCUSE	4	COERCE	['<S> repressed person of <T>']	['<S> expressed complaints of <T>', '<S> repressed person of <T>']	past
	648	India has summoned a top US diplomat to complain about spying after allegations that the National Security Agency (NSA) targeted the governing BJP.	<s>India</s> has summoned <t>a top US diplomat</t> to complain about spying after allegations that the National Security Agency (NSA) targeted the governing BJP.	India	a top US diplomat	3	3	ACCUSE	ACCUSE	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> expressed complaints of <T>', '<S> accused <T> of something', '<S> met with <T>', '<S> investigated something of <T>']	['<S> demanded something from <T>', '<S> expressed complaints of <T>', '<S> accused <T> of something', '<S> met with <T>', '<S> investigated something of <T>']	past
